id_cliente,default_12m,lgd_real,stage_ifrs9,pd12m_sim
C00000820,0,0.32,2,0.35
C00000821,0,0.344,2,0.35
C00000822,0,0.337,2,0.35
C00000823,0,0.35,2,0.35
C00000824,1,0.318,2,0.35
C00000825,1,0.294,2,0.35
C00000826,0,0.316,2,0.35
C00000827,0,0.371,2,0.35
C00000828,0,0.337,2,0.35
C00000829,1,0.32,2,0.35
C00000830,0,0.331,2,0.35
C00000831,0,0.351,2,0.35
C00000832,0,0.3,2,0.35
C00000833,0,0.34,2,0.35
C00000834,1,0.346,2,0.35
C00000835,1,0.336,2,0.35
C00000836,0,0.33,2,0.35
C00000837,1,0.339,2,0.35
C00000838,1,0.34,2,0.35
C00000839,0,0.343,2,0.35
C00000840,0,0.322,2,0.35
C00000841,0,0.348,2,0.35
C00000842,1,0.327,2,0.35
C00000843,0,0.306,2,0.35
C00000844,0,0.341,2,0.35
C00000845,0,0.325,2,0.35
C00000846,1,0.321,2,0.35
C00000847,0,0.328,2,0.35
C00000848,1,0.337,2,0.35
C00000849,0,0.327,2,0.35
C00000850,1,0.343,2,0.35
C00000851,0,0.322,2,0.35
C00000852,0,0.33,2,0.35
C00000853,1,0.298,2,0.35
C00000854,1,0.349,2,0.35
C00000855,0,0.333,2,0.35
C00000856,0,0.318,2,0.35
C00000857,1,0.33,2,0.35
C00000858,1,0.309,2,0.35
C00000859,0,0.316,2,0.35
C00000860,0,0.351,2,0.35
C00000861,1,0.35,2,0.35
C00000862,1,0.313,2,0.35
C00000863,1,0.322,2,0.35
C00000864,0,0.333,2,0.35
C00000865,0,0.333,2,0.35
C00000866,1,0.337,2,0.35
C00000867,1,0.347,2,0.35
C00000868,1,0.352,2,0.35
C00000869,0,0.324,2,0.35
C00000870,0,0.339,2,0.35
C00000871,1,0.323,2,0.35
C00000872,0,0.331,2,0.35
C00000873,1,0.34,2,0.35
C00000874,0,0.327,2,0.35
C00000875,1,0.356,2,0.35
C00000876,1,0.307,2,0.35
C00000877,0,0.368,2,0.35
C00000878,0,0.322,2,0.35
C00000879,0,0.346,2,0.35
C00000880,0,0.363,2,0.35
C00000881,0,0.329,2,0.35
C00000882,0,0.332,2,0.35
C00000883,1,0.35,2,0.35
C00000884,0,0.336,2,0.35
C00000885,0,0.338,2,0.35
C00000886,0,0.346,2,0.35
C00000887,0,0.346,2,0.35
C00000888,0,0.334,2,0.35
C00000889,0,0.351,2,0.35
C00000890,1,0.341,2,0.35
C00000891,0,0.342,2,0.35
C00000892,1,0.37,2,0.35
C00000893,0,0.321,2,0.35
C00000894,0,0.304,2,0.35
C00000895,1,0.324,2,0.35
C00000896,1,0.323,2,0.35
C00000897,0,0.295,2,0.35
C00000898,0,0.319,2,0.35
C00000899,0,0.328,2,0.35
C00000900,0,0.347,2,0.35
C00000901,0,0.326,2,0.35
C00000902,0,0.326,2,0.35
C00000903,0,0.314,2,0.35
C00000904,0,0.311,2,0.35
C00000905,1,0.361,2,0.35
C00000906,1,0.339,2,0.35
C00000907,0,0.317,2,0.35
C00000908,0,0.326,2,0.35
C00000909,0,0.328,2,0.35
C00000910,0,0.315,2,0.35
C00000911,1,0.325,2,0.35
C00000912,1,0.307,2,0.35
C00000913,1,0.367,2,0.35
C00000914,1,0.348,2,0.35
C00000915,1,0.345,2,0.35
C00000916,1,0.353,2,0.35
C00000917,0,0.323,2,0.35
C00000918,0,0.33,2,0.35
C00000919,0,0.3,2,0.35
C00000920,0,0.322,2,0.35
C00000921,0,0.338,2,0.35
C00000922,1,0.314,2,0.35
C00000923,0,0.35,2,0.35
C00000924,0,0.329,2,0.35
C00000925,0,0.329,2,0.35
C00000926,0,0.357,2,0.35
C00000927,0,0.306,2,0.35
C00000928,1,0.309,2,0.35
C00000929,0,0.329,2,0.35
C00000930,1,0.322,2,0.35
C00000931,0,0.311,2,0.35
C00000932,0,0.35,2,0.35
C00000933,0,0.332,2,0.35
C00000934,1,0.326,2,0.35
C00000935,1,0.337,2,0.35
C00000936,0,0.334,2,0.35
C00000937,1,0.339,2,0.35
C00000938,0,0.342,2,0.35
C00000939,1,0.315,2,0.35
C00000940,0,0.312,2,0.35
C00000941,0,0.346,2,0.35
C00000942,1,0.312,2,0.35
C00000943,0,0.324,2,0.35
C00000944,0,0.315,2,0.35
C00000945,0,0.317,2,0.35
C00000946,0,0.318,2,0.35
C00000947,1,0.307,2,0.35
C00000948,1,0.321,1,0.2996
C00000949,1,0.334,2,0.35
C00000950,0,0.32,2,0.35
C00000951,0,0.334,2,0.35
C00000952,0,0.322,2,0.35
C00000953,0,0.336,2,0.35
C00000954,0,0.327,2,0.35
C00000955,1,0.336,2,0.35
C00000956,1,0.338,2,0.35
C00000957,1,0.325,2,0.35
C00000958,0,0.328,2,0.35
C00000959,0,0.343,2,0.35
C00000960,0,0.321,2,0.35
C00000961,0,0.325,2,0.35
C00000962,0,0.333,2,0.35
C00000963,0,0.311,2,0.35
C00000964,0,0.323,2,0.35
C00000965,1,0.323,2,0.35
C00000966,0,0.331,2,0.35
C00000967,1,0.377,2,0.35
C00000968,0,0.341,2,0.35
C00000969,0,0.338,2,0.35
C00000970,0,0.346,2,0.35
C00000971,0,0.345,2,0.35
C00000972,0,0.32,2,0.35
C00000973,0,0.332,2,0.35
C00000974,1,0.349,2,0.35
C00000975,0,0.314,2,0.35
C00000976,0,0.318,2,0.35
C00000977,0,0.328,2,0.35
C00000978,0,0.336,2,0.35
C00000979,0,0.353,2,0.35
C00000980,0,0.331,2,0.35
C00000981,1,0.344,2,0.35
C00000982,1,0.309,2,0.35
C00000983,1,0.326,2,0.35
C00000984,0,0.318,2,0.35
C00000985,0,0.361,2,0.35
C00000986,1,0.367,2,0.35
C00000987,0,0.325,2,0.35
C00000988,0,0.309,2,0.35
C00000989,0,0.299,2,0.35
C00000990,1,0.336,2,0.35
C00000991,0,0.321,2,0.35
C00000992,1,0.333,2,0.35
C00000993,1,0.336,2,0.35
C00000994,0,0.323,2,0.35
C00000995,1,0.332,2,0.35
C00000996,0,0.309,2,0.35
C00000997,0,0.338,2,0.35
C00000998,0,0.335,2,0.35
C00000999,1,0.344,2,0.35
C00001000,0,0.298,2,0.35
C00001001,0,0.305,2,0.35
C00001002,0,0.316,2,0.35
C00001003,0,0.327,2,0.35
C00001004,0,0.318,2,0.35
C00001005,0,0.341,2,0.35
C00001006,0,0.323,2,0.35
C00001007,1,0.338,2,0.35
C00001008,0,0.314,2,0.35
C00001009,1,0.332,2,0.35
C00001010,0,0.309,2,0.35
C00001011,1,0.342,2,0.35
C00001012,0,0.332,2,0.35
C00001013,0,0.321,2,0.35
C00001014,1,0.343,2,0.35
C00001015,0,0.32,2,0.35
C00001016,0,0.308,2,0.35
C00001017,1,0.347,2,0.35
C00001018,1,0.314,2,0.35
C00001019,0,0.328,2,0.35
C00001020,0,0.316,2,0.35
C00001021,1,0.293,2,0.35
C00001022,1,0.327,2,0.35
C00001023,1,0.349,2,0.35
C00001024,0,0.348,2,0.35
C00001025,1,0.34,2,0.35
C00001026,0,0.347,2,0.35
C00001027,1,0.325,2,0.35
C00001028,0,0.319,2,0.35
C00001029,1,0.321,2,0.35
C00001030,0,0.327,2,0.35
C00001031,0,0.329,2,0.35
C00001032,1,0.334,2,0.35
C00001033,0,0.306,2,0.35
C00001034,1,0.345,2,0.35
C00001035,0,0.326,2,0.35
C00001036,0,0.335,2,0.35
C00001037,0,0.346,2,0.35
C00001038,0,0.317,2,0.35
C00001039,0,0.325,2,0.35
C00001040,0,0.331,2,0.35
C00001041,0,0.316,2,0.35
C00001042,1,0.35,2,0.35
C00001043,1,0.356,2,0.35
C00001044,1,0.344,2,0.35
C00001045,0,0.335,2,0.35
C00001046,0,0.317,2,0.35
C00001047,0,0.352,2,0.35
C00001048,1,0.332,2,0.35
C00001049,1,0.32,2,0.35
C00001050,0,0.317,2,0.35
C00001051,1,0.315,2,0.35
C00001052,0,0.333,2,0.35
C00001053,0,0.318,2,0.35
C00001054,0,0.327,2,0.35
C00001055,0,0.339,2,0.35
C00001056,1,0.332,2,0.35
C00001057,1,0.355,2,0.35
C00001058,0,0.37,2,0.35
C00001059,0,0.328,2,0.35
C00001060,1,0.368,2,0.35
C00001061,1,0.389,2,0.35
C00001062,0,0.327,2,0.35
C00001063,0,0.355,2,0.35
C00001064,0,0.306,2,0.35
C00001065,0,0.316,2,0.35
C00001066,1,0.332,2,0.35
C00001067,0,0.311,2,0.35
C00001068,1,0.311,2,0.35
C00001069,0,0.331,2,0.35
C00001070,0,0.304,2,0.35
C00001071,1,0.334,2,0.35
C00001072,0,0.332,2,0.35
C00001073,0,0.334,2,0.35
C00001074,1,0.343,2,0.35
C00001075,1,0.335,2,0.35
C00001076,0,0.297,2,0.35
C00001077,0,0.317,2,0.35
C00001078,0,0.331,2,0.35
C00001079,0,0.322,2,0.35
C00001080,0,0.295,2,0.35
C00001081,0,0.344,2,0.35
C00001082,1,0.343,2,0.35
C00001083,1,0.314,2,0.35
C00001084,1,0.316,2,0.35
C00001085,1,0.321,2,0.35
C00001086,1,0.328,2,0.35
C00001087,1,0.332,2,0.35
C00001088,1,0.355,2,0.35
C00001089,0,0.294,2,0.35
C00001090,0,0.33,2,0.35
C00001091,0,0.336,2,0.35
C00001092,0,0.324,2,0.35
C00001093,0,0.305,2,0.35
C00001094,0,0.311,2,0.35
C00001095,0,0.332,2,0.35
C00001096,0,0.319,2,0.35
C00001097,0,0.32,2,0.35
C00001098,1,0.335,2,0.35
C00001099,1,0.341,2,0.35
C00001100,0,0.308,2,0.35
C00001101,0,0.348,2,0.35
C00001102,0,0.303,2,0.35
C00001103,1,0.315,2,0.35
C00001104,1,0.322,2,0.35
C00001105,0,0.34,2,0.35
C00001106,1,0.336,2,0.35
C00001107,0,0.327,2,0.35
C00001108,0,0.338,2,0.35
C00001109,1,0.33,2,0.35
C00001110,0,0.328,2,0.35
C00001111,0,0.338,2,0.35
C00001112,0,0.325,2,0.35
C00001113,0,0.334,2,0.35
C00001114,1,0.318,2,0.35
C00001115,1,0.335,2,0.35
C00001116,0,0.333,2,0.35
C00001117,0,0.323,2,0.35
C00001118,1,0.322,2,0.35
C00001119,0,0.297,2,0.35
C00001120,1,0.327,2,0.35
C00001121,1,0.347,2,0.35
C00001122,0,0.338,2,0.35
C00001123,1,0.301,2,0.35
C00001124,0,0.34,2,0.35
C00001125,0,0.318,2,0.35
C00001126,0,0.338,2,0.35
C00001127,0,0.322,2,0.35
C00001128,1,0.317,2,0.35
C00001129,1,0.346,2,0.35
C00001130,1,0.337,2,0.35
C00001131,1,0.348,2,0.35
C00001132,0,0.339,2,0.35
C00001133,0,0.296,2,0.35
C00001134,1,0.353,2,0.35
C00001135,1,0.333,2,0.35
C00001136,0,0.34,2,0.35
C00001137,0,0.324,2,0.35
C00001138,0,0.335,2,0.35
C00001139,0,0.333,2,0.35
C00001140,1,0.329,2,0.35
C00001141,0,0.318,2,0.35
C00001142,1,0.329,2,0.35
C00001143,1,0.338,2,0.35
C00001144,1,0.317,2,0.35
C00001145,0,0.332,2,0.35
C00001146,0,0.319,2,0.35
C00001147,1,0.346,2,0.35
C00001148,1,0.303,2,0.35
C00001149,0,0.347,2,0.35
C00001150,1,0.326,2,0.35
C00001151,0,0.328,2,0.35
C00001152,1,0.324,2,0.35
C00001153,0,0.354,2,0.35
C00001154,0,0.345,2,0.35
C00001155,0,0.325,2,0.35
C00001156,0,0.344,2,0.35
C00001157,0,0.311,2,0.35
C00001158,0,0.325,2,0.35
C00001159,0,0.303,2,0.35
C00001160,1,0.323,2,0.35
C00001161,0,0.327,2,0.35
C00001162,1,0.334,2,0.35
C00001163,1,0.332,2,0.35
C00001164,0,0.32,2,0.35
C00001165,0,0.311,2,0.35
C00001166,1,0.317,2,0.35
C00001167,1,0.321,2,0.35
C00001168,0,0.366,2,0.35
C00001169,1,0.315,2,0.35
C00001170,0,0.339,2,0.35
C00001171,0,0.341,2,0.35
C00001172,1,0.348,2,0.35
C00001173,0,0.328,2,0.35
C00001174,1,0.341,2,0.35
C00001175,0,0.336,2,0.35
C00001176,1,0.324,2,0.35
C00001177,0,0.324,2,0.35
C00001178,0,0.361,2,0.35
C00001179,0,0.335,2,0.35
C00001180,0,0.354,2,0.35
C00001181,1,0.326,2,0.35
C00001182,0,0.338,2,0.35
C00001183,0,0.332,2,0.35
C00001184,0,0.305,2,0.35
C00001185,0,0.346,2,0.35
C00001186,1,0.306,2,0.35
C00001187,0,0.313,2,0.35
C00001188,1,0.311,2,0.35
C00001189,0,0.302,2,0.35
C00001190,1,0.329,2,0.35
C00001191,0,0.312,2,0.35
C00001192,0,0.312,2,0.35
C00001193,1,0.342,2,0.35
C00001194,1,0.339,2,0.35
C00001195,1,0.372,2,0.35
C00001196,0,0.335,2,0.35
C00001197,0,0.346,2,0.35
C00001198,1,0.326,2,0.35
C00001199,0,0.334,2,0.35
C00001200,1,0.344,2,0.35
C00001201,0,0.348,2,0.35
C00001202,0,0.311,2,0.35
C00001203,1,0.286,2,0.35
C00001204,1,0.315,2,0.35
C00001205,0,0.354,2,0.35
C00001206,0,0.311,2,0.35
C00001207,0,0.337,2,0.35
C00001208,0,0.326,2,0.35
C00001209,0,0.339,2,0.35
C00001210,0,0.332,2,0.35
C00001211,1,0.339,2,0.35
C00001212,1,0.301,2,0.35
C00001213,0,0.324,2,0.35
C00001214,0,0.325,2,0.35
C00001215,0,0.333,2,0.35
C00001216,0,0.312,2,0.35
C00001217,0,0.328,2,0.35
C00001218,0,0.319,2,0.35
C00001219,1,0.337,2,0.35
C00001220,0,0.322,2,0.35
C00001221,0,0.341,2,0.35
C00001222,0,0.322,2,0.35
C00001223,1,0.32,2,0.35
C00001224,0,0.336,2,0.35
C00001225,0,0.328,2,0.35
C00001226,1,0.319,2,0.35
C00001227,0,0.332,2,0.35
C00001228,0,0.342,2,0.35
C00001229,1,0.334,2,0.35
C00001230,0,0.321,2,0.35
C00001231,0,0.302,2,0.35
C00001232,0,0.355,2,0.35
C00001233,0,0.361,2,0.35
C00001234,1,0.306,2,0.35
C00001235,0,0.334,2,0.35
C00001236,0,0.341,2,0.35
C00001237,0,0.314,2,0.35
C00001238,0,0.348,2,0.35
C00001239,0,0.353,2,0.35
C00001240,0,0.306,2,0.35
C00001241,1,0.312,2,0.35
C00001242,0,0.342,2,0.35
C00001243,0,0.339,2,0.35
C00001244,0,0.317,2,0.35
C00001245,0,0.307,2,0.35
C00001246,0,0.357,2,0.35
C00001247,0,0.345,2,0.35
C00001248,0,0.315,2,0.35
C00001249,1,0.338,2,0.35
C00001250,1,0.35,2,0.35
C00001251,0,0.341,2,0.35
C00001252,0,0.319,2,0.35
C00001253,0,0.305,2,0.35
C00001254,0,0.348,2,0.35
C00001255,0,0.346,2,0.35
C00001256,1,0.337,2,0.35
C00001257,1,0.331,2,0.35
C00001258,1,0.303,2,0.35
C00001259,0,0.337,2,0.35
C00001260,1,0.327,2,0.35
C00001261,0,0.334,2,0.35
C00001262,0,0.31,2,0.35
C00001263,0,0.322,2,0.35
C00001264,1,0.371,2,0.35
C00001265,0,0.33,2,0.35
C00001266,1,0.293,2,0.35
C00001267,0,0.331,2,0.35
C00001268,1,0.348,2,0.35
C00001269,0,0.334,2,0.35
C00001270,0,0.331,2,0.35
C00001271,1,0.331,2,0.35
C00001272,0,0.308,2,0.35
C00001273,0,0.337,2,0.35
C00001274,0,0.314,2,0.35
C00001275,0,0.338,2,0.35
C00001276,0,0.323,2,0.35
C00001277,0,0.331,2,0.35
C00001278,0,0.317,2,0.35
C00001279,1,0.317,2,0.35
C00001280,0,0.344,2,0.35
C00001281,0,0.324,2,0.35
C00001282,0,0.33,2,0.35
C00001283,0,0.348,2,0.35
C00001284,0,0.35,2,0.35
C00001285,1,0.343,2,0.35
C00001286,1,0.321,2,0.35
C00001287,0,0.327,2,0.35
C00001288,0,0.354,2,0.35
C00001289,0,0.323,2,0.35
C00001290,0,0.346,2,0.35
C00001291,0,0.328,2,0.35
C00001292,1,0.32,2,0.35
C00001293,0,0.323,2,0.35
C00001294,0,0.332,2,0.35
C00001295,0,0.341,2,0.35
C00001296,0,0.335,2,0.35
C00001297,0,0.353,2,0.35
C00001298,0,0.344,2,0.35
C00001299,1,0.334,2,0.35
C00001300,0,0.305,2,0.35
C00001301,0,0.311,2,0.35
C00001302,0,0.338,2,0.35
C00001303,1,0.356,2,0.35
C00001304,0,0.336,2,0.35
C00001305,1,0.334,2,0.35
C00001306,1,0.351,2,0.35
C00001307,0,0.357,2,0.35
C00001308,1,0.335,2,0.35
C00001309,0,0.307,2,0.35
C00001310,1,0.354,2,0.35
C00001311,0,0.317,2,0.35
C00001312,1,0.341,2,0.35
C00001313,0,0.336,2,0.35
C00001314,0,0.337,2,0.35
C00001315,0,0.323,2,0.35
C00001316,1,0.338,2,0.35
C00001317,0,0.326,2,0.35
C00001318,0,0.337,2,0.35
C00001319,1,0.327,2,0.35
C00001320,1,0.307,2,0.35
C00001321,0,0.321,2,0.35
C00001322,0,0.329,2,0.35
C00001323,0,0.321,2,0.35
C00001324,1,0.301,2,0.35
C00001325,0,0.303,2,0.35
C00001326,1,0.312,2,0.35
C00001327,0,0.316,2,0.35
C00001328,0,0.352,2,0.35
C00001329,0,0.342,2,0.35
C00001330,0,0.346,2,0.35
C00001331,1,0.32,2,0.35
C00001332,0,0.331,2,0.35
C00001333,0,0.326,2,0.35
C00001334,1,0.35,2,0.35
C00001335,1,0.321,2,0.35
C00001336,1,0.351,2,0.35
C00001337,0,0.32,2,0.35
C00001338,0,0.332,2,0.35
C00001339,1,0.314,2,0.35
C00001340,0,0.334,2,0.35
C00001341,0,0.324,2,0.35
C00001342,1,0.306,2,0.35
C00001343,0,0.332,2,0.35
C00001344,0,0.347,2,0.35
C00001345,1,0.338,2,0.35
C00001346,0,0.322,2,0.35
C00001347,0,0.314,2,0.35
C00001348,0,0.341,2,0.35
C00001349,0,0.301,2,0.35
C00001350,0,0.312,2,0.35
C00001351,1,0.356,2,0.35
C00001352,1,0.321,2,0.35
C00001353,0,0.306,2,0.35
C00001354,0,0.312,2,0.35
C00001355,1,0.289,2,0.35
C00001356,0,0.332,2,0.35
C00001357,0,0.301,2,0.35
C00001358,0,0.332,2,0.35
C00001359,1,0.341,2,0.35
C00001360,0,0.348,2,0.35
C00001361,1,0.326,2,0.35
C00001362,0,0.302,2,0.35
C00001363,0,0.321,2,0.35
C00001364,0,0.325,2,0.35
C00001365,0,0.335,2,0.35
C00001366,0,0.333,2,0.35
C00001367,0,0.319,2,0.35
C00001368,0,0.313,2,0.35
C00001369,0,0.301,2,0.35
C00001370,0,0.31,2,0.35
C00001371,0,0.333,2,0.35
C00001372,1,0.332,2,0.35
C00001373,0,0.337,2,0.35
C00001374,1,0.308,2,0.35
C00001375,1,0.341,2,0.35
C00001376,0,0.331,2,0.35
C00001377,1,0.341,2,0.35
C00001378,1,0.303,2,0.35
C00001379,0,0.323,2,0.35
C00001380,0,0.346,2,0.35
C00001381,0,0.307,2,0.35
C00001382,0,0.347,2,0.35
C00001383,0,0.336,2,0.35
C00001384,1,0.362,2,0.35
C00001385,1,0.337,2,0.35
C00001386,0,0.335,2,0.35
C00001387,1,0.332,2,0.35
C00001388,0,0.327,2,0.35
C00001389,1,0.328,2,0.35
C00001390,0,0.309,2,0.35
C00001391,1,0.353,2,0.35
C00001392,1,0.284,2,0.35
C00001393,0,0.311,2,0.35
C00001394,0,0.318,2,0.35
C00001395,1,0.341,2,0.35
C00001396,0,0.345,2,0.35
C00001397,0,0.306,2,0.35
C00001398,1,0.353,2,0.35
C00001399,0,0.314,2,0.35
C00001400,0,0.327,2,0.35
C00001401,0,0.349,2,0.35
C00001402,0,0.328,2,0.35
C00001403,1,0.331,2,0.35
C00001404,0,0.306,2,0.35
C00001405,0,0.341,2,0.35
C00001406,0,0.32,2,0.35
C00001407,1,0.35,2,0.35
C00001408,0,0.341,2,0.35
C00001409,1,0.34,2,0.35
C00001410,1,0.326,2,0.35
C00001411,1,0.298,2,0.35
C00001412,1,0.375,2,0.35
C00001413,1,0.324,2,0.35
C00001414,1,0.363,2,0.35
C00001415,0,0.324,2,0.35
C00001416,1,0.31,2,0.35
C00001417,0,0.345,2,0.35
C00001418,0,0.337,2,0.35
C00001419,1,0.29,2,0.35
C00001420,1,0.351,2,0.35
C00001421,1,0.341,2,0.35
C00001422,0,0.316,2,0.35
C00001423,0,0.32,2,0.35
C00001424,0,0.296,2,0.35
C00001425,0,0.341,2,0.35
C00001426,0,0.304,2,0.35
C00001427,0,0.324,2,0.35
C00001428,0,0.33,2,0.35
C00001429,1,0.32,2,0.35
C00001430,0,0.322,2,0.35
C00001431,1,0.354,2,0.35
C00001432,0,0.348,2,0.35
C00001433,0,0.347,2,0.35
C00001434,0,0.341,2,0.35
C00001435,0,0.316,2,0.35
C00001436,1,0.353,2,0.35
C00001437,0,0.34,2,0.35
C00001438,0,0.319,2,0.35
C00001439,1,0.338,2,0.35
C00001440,1,0.354,2,0.35
C00001441,0,0.325,2,0.35
C00001442,0,0.33,2,0.35
C00001443,0,0.314,2,0.35
C00001444,0,0.331,2,0.35
C00001445,0,0.346,2,0.35
C00001446,0,0.345,2,0.35
C00001447,1,0.346,2,0.35
C00001448,0,0.355,2,0.35
C00001449,0,0.332,2,0.35
C00001450,0,0.316,2,0.35
C00001451,1,0.326,2,0.35
C00001452,0,0.342,2,0.35
C00001453,1,0.293,2,0.35
C00001454,1,0.357,2,0.35
C00001455,0,0.328,2,0.35
C00001456,0,0.32,2,0.35
C00001457,0,0.309,2,0.35
C00001458,0,0.318,2,0.35
C00001459,1,0.335,2,0.35
C00001460,0,0.345,2,0.35
C00001461,1,0.317,2,0.35
C00001462,0,0.338,2,0.35
C00001463,0,0.295,2,0.35
C00001464,0,0.327,2,0.35
C00001465,1,0.308,2,0.35
C00001466,1,0.323,2,0.35
C00001467,0,0.326,2,0.35
C00001468,0,0.347,2,0.35
C00001469,1,0.347,2,0.35
C00001470,0,0.335,2,0.35
C00001471,1,0.355,2,0.35
C00001472,0,0.353,2,0.35
C00001473,0,0.329,2,0.35
C00001474,0,0.355,2,0.35
C00001475,0,0.316,2,0.35
C00001476,0,0.323,2,0.35
C00001477,0,0.32,2,0.35
C00001478,1,0.322,2,0.35
C00001479,0,0.329,2,0.35
C00001480,0,0.341,2,0.35
C00001481,0,0.329,2,0.35
C00001482,0,0.326,2,0.35
C00001483,0,0.332,2,0.35
C00001484,0,0.31,2,0.35
C00001485,0,0.333,2,0.35
C00001486,0,0.322,2,0.35
C00001487,1,0.328,2,0.35
C00001488,0,0.342,2,0.35
C00001489,1,0.314,2,0.35
C00001490,0,0.331,2,0.35
C00001491,0,0.317,2,0.35
C00001492,1,0.328,2,0.35
C00001493,0,0.326,2,0.35
C00001494,1,0.329,2,0.35
C00001495,0,0.333,2,0.35
C00001496,0,0.301,2,0.35
C00001497,1,0.319,2,0.35
C00001498,0,0.342,2,0.35
C00001499,0,0.337,2,0.35
C00001500,1,0.332,2,0.35
C00001501,1,0.335,2,0.35
C00001502,1,0.358,2,0.35
C00001503,0,0.322,2,0.35
C00001504,0,0.317,2,0.35
C00001505,1,0.317,2,0.35
C00001506,0,0.323,2,0.35
C00001507,1,0.345,2,0.35
C00001508,0,0.309,2,0.35
C00001509,0,0.316,2,0.35
C00001510,1,0.327,2,0.35
C00001511,0,0.307,2,0.35
C00001512,0,0.309,2,0.35
C00001513,0,0.316,2,0.35
C00001514,1,0.333,2,0.35
C00001515,1,0.303,2,0.35
C00001516,0,0.332,2,0.35
C00001517,0,0.348,2,0.35
C00001518,1,0.332,2,0.35
C00001519,0,0.314,2,0.35
C00001520,0,0.295,2,0.35
C00001521,0,0.317,2,0.35
C00001522,0,0.286,2,0.35
C00001523,1,0.323,2,0.35
C00001524,1,0.33,2,0.35
C00001525,1,0.343,2,0.35
C00001526,0,0.316,2,0.35
C00001527,0,0.336,2,0.35
C00001528,0,0.33,2,0.35
C00001529,0,0.346,2,0.35
C00001530,0,0.323,2,0.35
C00001531,0,0.332,2,0.35
C00001532,0,0.312,2,0.35
C00001533,0,0.345,2,0.35
C00001534,1,0.354,2,0.35
C00001535,0,0.308,2,0.35
C00001536,0,0.347,2,0.35
C00001537,1,0.331,2,0.35
C00001538,1,0.369,2,0.35
C00001539,1,0.332,2,0.35
C00001540,0,0.316,2,0.35
C00001541,1,0.317,2,0.35
C00001542,0,0.304,2,0.35
C00001543,0,0.34,2,0.35
C00001544,0,0.349,2,0.35
C00001545,0,0.329,2,0.35
C00001546,0,0.33,2,0.35
C00001547,0,0.311,2,0.35
C00001548,1,0.329,2,0.35
C00001549,0,0.326,2,0.35
C00001550,0,0.318,2,0.35
C00001551,0,0.318,2,0.35
C00001552,0,0.299,2,0.35
C00001553,0,0.319,2,0.35
C00001554,0,0.337,2,0.35
C00001555,0,0.334,2,0.35
C00001556,1,0.338,2,0.35
C00001557,1,0.363,2,0.35
C00001558,0,0.314,2,0.35
C00001559,0,0.345,2,0.35
C00001560,1,0.307,2,0.35
C00001561,1,0.331,2,0.35
C00001562,0,0.35,2,0.35
C00001563,1,0.315,2,0.35
C00001564,1,0.343,2,0.35
C00001565,1,0.336,2,0.35
C00001566,0,0.322,2,0.35
C00001567,0,0.33,2,0.35
C00001568,0,0.334,2,0.35
C00001569,0,0.32,2,0.35
C00001570,0,0.341,2,0.35
C00001571,0,0.322,2,0.35
C00001572,0,0.34,2,0.35
C00001573,0,0.342,2,0.35
C00001574,1,0.311,2,0.35
C00001575,0,0.345,2,0.35
C00001576,0,0.334,2,0.35
C00001577,1,0.305,2,0.35
C00001578,1,0.327,2,0.35
C00001579,1,0.335,2,0.35
C00001580,1,0.301,2,0.35
C00001581,1,0.331,2,0.35
C00001582,0,0.302,2,0.35
C00001583,0,0.306,2,0.35
C00001584,0,0.317,2,0.35
C00001585,0,0.352,2,0.35
C00001586,1,0.341,2,0.35
C00001587,0,0.305,2,0.35
C00001588,0,0.294,2,0.35
C00001589,0,0.345,2,0.35
C00001590,0,0.317,2,0.35
C00001591,0,0.329,2,0.35
C00001592,0,0.321,2,0.35
C00001593,1,0.35,2,0.35
C00001594,0,0.339,2,0.35
C00001595,1,0.316,2,0.35
C00001596,1,0.325,2,0.35
C00001597,0,0.32,2,0.35
C00001598,0,0.34,2,0.35
C00001599,1,0.31,2,0.35
C00001600,0,0.321,2,0.35
C00001601,1,0.361,2,0.35
C00001602,0,0.34,2,0.35
C00001603,1,0.361,2,0.35
C00001604,1,0.36,2,0.35
C00001605,0,0.321,2,0.35
C00001606,0,0.337,2,0.35
C00001607,1,0.33,2,0.35
C00001608,0,0.355,2,0.35
C00001609,0,0.328,2,0.35
C00001610,0,0.306,2,0.35
C00001611,0,0.348,2,0.35
C00001612,1,0.333,2,0.35
C00001613,1,0.356,2,0.35
C00001614,0,0.332,2,0.35
C00001615,1,0.313,2,0.35
C00001616,0,0.319,2,0.35
C00001617,0,0.332,2,0.35
C00001618,0,0.34,2,0.35
C00001619,1,0.359,2,0.35
C00001620,0,0.297,2,0.35
C00001621,0,0.299,2,0.35
C00001622,0,0.344,2,0.35
C00001623,1,0.322,2,0.35
C00001624,0,0.347,2,0.35
C00001625,0,0.296,2,0.35
C00001626,1,0.32,2,0.35
C00001627,0,0.339,2,0.35
C00001628,0,0.306,2,0.35
C00001629,0,0.339,2,0.35
C00001630,0,0.319,2,0.35
C00001631,0,0.36,2,0.35
C00001632,1,0.301,2,0.35
C00001633,0,0.331,2,0.35
C00001634,1,0.324,2,0.35
C00001635,1,0.348,2,0.35
C00001636,0,0.319,2,0.35
C00001637,0,0.322,2,0.35
C00001638,1,0.338,2,0.35
C00001639,0,0.311,2,0.35
C00001640,1,0.338,2,0.35
