id_cliente,fecha_alta,ingreso_mensual,region,segmento
C00000613,2019-04-04,2203208,XVI,pyme
C00000614,2022-02-14,2314267,X,pyme
C00000615,2018-06-19,396121,IV,mass
C00000616,2018-05-29,1860086,VIII,mass_affluent
C00000617,2022-02-02,1612553,III,mass_affluent
C00000618,2024-01-09,750900,VII,mass
C00000619,2021-11-18,860861,RM,mass
C00000620,2022-10-23,963334,XV,mass
C00000621,2023-06-07,2467006,XVI,mass_affluent
C00000622,2024-07-01,963702,XVI,mass
C00000623,2020-10-16,1125974,XI,pyme
C00000624,2021-07-06,1505012,V,mass
C00000625,2019-11-26,1153154,XV,pyme
C00000626,2023-10-02,897429,XII,mass
C00000627,2018-08-03,1396556,XIV,mass_affluent
C00000628,2019-12-27,770376,II,mass
C00000629,2019-06-24,1689592,VI,mass_affluent
C00000630,2022-11-30,3455063,VII,affluent
C00000631,2018-07-12,4156462,XII,pyme
C00000632,2024-10-07,2341757,X,affluent
C00000633,2020-04-29,899926,RM,mass
C00000634,2024-12-04,951944,XV,mass
C00000635,2020-02-16,1388346,VI,mass
C00000636,2018-05-31,924914,XVI,mass
C00000637,2020-05-17,924866,IX,mass_affluent
C00000638,2018-02-17,2187211,IV,mass_affluent
C00000639,2024-02-07,1278397,III,mass_affluent
C00000640,2025-06-20,2138946,X,affluent
C00000641,2022-12-03,2163260,XVI,mass_affluent
C00000642,2021-02-24,3132562,VII,affluent
C00000643,2025-01-06,750152,VI,mass
C00000644,2019-06-03,1221476,III,mass
C00000645,2022-10-26,1243679,X,mass_affluent
C00000646,2021-07-11,2480125,XI,affluent
C00000647,2025-03-22,924140,IX,mass
C00000648,2020-12-31,300000,V,mass
C00000649,2024-01-25,1580560,XII,mass_affluent
C00000650,2023-12-11,819879,RM,mass
C00000651,2022-03-01,586552,XI,mass
C00000652,2019-02-19,2982910,VI,affluent
C00000653,2023-03-23,1629705,XV,mass_affluent
C00000654,2022-10-16,789173,IX,mass
C00000655,2021-02-11,3816284,XVI,affluent
C00000656,2019-07-13,867470,VI,mass
C00000657,2020-05-18,2830620,X,affluent
C00000658,2023-07-29,975351,IV,mass
C00000659,2021-12-25,1634193,XVI,mass_affluent
C00000660,2025-05-05,1550351,VIII,mass
C00000661,2020-02-12,1055820,RM,mass
C00000662,2024-08-11,2470501,V,affluent
C00000663,2024-04-26,370150,VI,mass
C00000664,2021-08-06,630508,XI,mass
C00000665,2022-10-16,300000,IX,mass
C00000666,2020-11-30,1832531,XII,mass_affluent
C00000667,2025-05-30,2709059,VIII,affluent
C00000668,2023-09-27,1577602,V,pyme
C00000669,2018-10-02,949497,XI,mass
C00000670,2019-09-03,707660,II,mass
C00000671,2019-09-04,898527,XVI,mass
C00000672,2018-11-17,1366924,XIV,mass_affluent
C00000673,2024-06-15,2592331,XI,pyme
C00000674,2023-07-25,2145168,IX,mass_affluent
C00000675,2023-08-14,1957462,X,mass_affluent
C00000676,2021-12-22,1158230,XIV,mass
C00000677,2019-09-03,2913107,RM,pyme
C00000678,2022-06-29,347563,XVI,mass
C00000679,2022-03-16,628900,XIV,mass
C00000680,2022-08-15,396146,V,mass
C00000681,2019-04-27,1029654,II,mass
C00000682,2023-06-23,803848,XVI,mass
C00000683,2019-11-19,1114863,III,mass
C00000684,2024-10-23,1059471,X,mass
C00000685,2019-02-10,1437094,XIV,mass_affluent
C00000686,2018-06-05,1236450,VI,mass
C00000687,2019-04-03,1039825,XV,mass
C00000688,2021-09-08,2597732,XII,pyme
C00000689,2022-10-24,1717424,VII,mass_affluent
C00000690,2022-10-06,1153476,III,mass
C00000691,2021-09-01,911892,RM,mass
C00000692,2025-03-22,2333951,VI,affluent
C00000693,2019-09-20,505860,VI,mass
C00000694,2023-05-15,733842,V,mass
C00000695,2024-07-09,1683075,XIV,pyme
C00000696,2023-04-19,851047,XII,mass
C00000697,2021-02-16,1242399,XII,mass_affluent
C00000698,2020-05-15,1308230,II,mass_affluent
C00000699,2021-08-29,2106303,XIV,mass_affluent
C00000700,2024-04-25,1213988,V,mass
C00000701,2023-02-28,605646,XVI,mass
C00000702,2020-01-08,710214,VII,mass
C00000703,2018-11-14,742530,II,mass
C00000704,2024-09-07,3313783,VI,affluent
C00000705,2020-09-01,886017,VI,mass
C00000706,2022-06-05,1246197,II,mass_affluent
C00000707,2023-12-31,1754893,XV,mass_affluent
C00000708,2019-09-05,1269091,RM,mass_affluent
C00000709,2023-07-14,706655,V,mass
C00000710,2019-09-05,572723,XVI,mass
C00000711,2021-08-17,3742555,XI,pyme
C00000712,2021-09-30,1954451,IX,mass_affluent
C00000713,2023-07-02,3346743,IV,affluent
C00000714,2021-02-07,3295521,III,pyme
C00000715,2020-08-02,2054257,VI,mass_affluent
C00000716,2020-03-05,988003,V,mass
C00000717,2023-03-16,1863915,XII,mass_affluent
C00000718,2019-02-21,692771,III,mass
C00000719,2024-03-23,748382,VII,mass_affluent
C00000720,2018-01-15,1551389,XI,pyme
C00000721,2022-09-17,1348735,XV,mass
C00000722,2021-01-20,740654,RM,mass
C00000723,2021-07-04,1200172,IX,mass
C00000724,2019-11-08,3149818,IX,pyme
C00000725,2021-11-20,792507,II,mass
C00000726,2018-11-02,574428,VIII,mass
C00000727,2025-06-09,624184,XV,mass
C00000728,2019-12-29,767063,VIII,mass
C00000729,2019-07-04,766347,XII,mass
C00000730,2022-02-12,936594,III,mass
C00000731,2024-01-09,630415,IX,mass
C00000732,2022-09-16,639547,III,mass
C00000733,2022-06-17,1018108,RM,mass
C00000734,2020-12-16,1274650,VII,mass
C00000735,2023-03-08,821370,XIV,mass
C00000736,2024-05-24,1721722,IX,mass_affluent
C00000737,2018-07-18,763316,XVI,mass
C00000738,2018-01-25,783946,IX,mass
C00000739,2020-06-07,747057,IV,mass
C00000740,2020-11-01,712560,IX,mass
C00000741,2023-04-27,938762,IV,mass
C00000742,2024-04-20,954246,X,mass
C00000743,2018-04-29,2756101,XII,affluent
C00000744,2023-02-23,656440,II,mass
C00000745,2022-12-07,680690,RM,mass
C00000746,2022-03-30,962928,II,mass
C00000747,2018-09-07,599397,RM,mass
C00000748,2018-11-27,545823,XV,mass
C00000749,2023-06-09,1641163,XV,mass_affluent
C00000750,2024-05-31,2933115,IV,affluent
C00000751,2018-11-03,765241,XV,mass
C00000752,2019-03-19,1008334,X,mass
C00000753,2019-03-03,787070,X,mass
C00000754,2025-04-04,636313,IX,mass
C00000755,2021-03-13,1585375,XV,mass_affluent
C00000756,2024-09-03,636954,XI,mass
C00000757,2024-10-26,1021291,III,mass
C00000758,2019-08-26,2526979,XI,pyme
C00000759,2020-07-15,542834,XV,mass
C00000760,2019-01-03,838891,VI,mass
C00000761,2024-10-21,1102469,IX,mass_affluent
C00000762,2021-01-08,1056863,IV,mass
C00000763,2023-11-12,775291,XII,mass
C00000764,2025-06-18,957396,VIII,mass
C00000765,2023-06-17,1758179,III,pyme
C00000766,2019-10-20,751639,XIV,mass
C00000767,2022-06-06,903647,RM,mass
C00000768,2023-09-18,760668,XV,mass
C00000769,2020-07-29,577056,III,mass
C00000770,2022-01-23,1858970,XV,mass_affluent
C00000771,2025-04-21,870636,VI,mass
C00000772,2020-02-05,962454,XIV,mass_affluent
C00000773,2024-07-23,1318638,XI,mass_affluent
C00000774,2024-04-20,2180082,X,affluent
C00000775,2019-10-15,678550,VII,mass
C00000776,2022-04-29,2548314,VIII,affluent
C00000777,2020-01-17,1381303,XIV,mass_affluent
C00000778,2024-03-26,445225,VI,mass
C00000779,2020-09-02,1292091,VII,mass_affluent
C00000780,2018-03-27,3963398,III,affluent
C00000781,2019-04-23,1231026,VI,mass
C00000782,2021-03-12,1131375,II,pyme
C00000783,2024-04-23,1069654,III,mass
C00000784,2019-05-01,2617953,III,mass_affluent
C00000785,2024-12-04,2264516,VI,pyme
C00000786,2018-09-07,927695,XVI,mass
C00000787,2024-02-12,4014757,X,affluent
C00000788,2024-07-11,691044,VIII,mass
C00000789,2021-09-22,1975280,XVI,mass_affluent
C00000790,2018-03-06,1404474,X,mass_affluent
C00000791,2020-08-24,1039460,IV,mass
C00000792,2022-06-21,1179190,X,mass
C00000793,2021-12-15,1114631,XI,mass
C00000794,2023-04-06,721574,II,mass
C00000795,2025-06-10,949649,RM,mass
C00000796,2021-07-20,682864,XI,mass
C00000797,2021-03-15,515070,IX,mass
C00000798,2023-10-26,744722,VI,mass
C00000799,2023-06-18,1908943,II,mass_affluent
C00000800,2022-09-04,1363987,II,mass_affluent
C00000801,2020-09-11,2227914,XII,mass_affluent
C00000802,2022-07-08,819413,XIV,mass
C00000803,2023-01-11,1929785,XI,affluent
C00000804,2020-02-07,1362990,XII,mass_affluent
C00000805,2020-12-06,640069,VIII,mass
C00000806,2019-09-22,1129382,VII,mass
C00000807,2022-06-25,1752609,RM,mass_affluent
C00000808,2024-12-23,784560,VI,mass
C00000809,2023-09-28,986209,XII,mass
C00000810,2020-04-05,1572682,XV,pyme
C00000811,2022-04-29,516144,XVI,mass
C00000812,2023-05-03,485946,II,mass
C00000813,2023-01-22,306279,V,pyme
C00000814,2025-04-03,969479,VII,mass_affluent
C00000815,2019-06-23,941146,RM,mass
C00000816,2025-01-03,3730402,VI,affluent
C00000817,2022-02-26,2131882,XV,affluent
C00000818,2024-10-15,300000,XV,mass
C00000819,2024-08-03,1297603,XI,mass_affluent
C00000820,2024-09-27,924919,XI,mass
C00000821,2024-04-13,1008403,II,mass
C00000822,2019-03-02,1621686,XV,mass_affluent
C00000823,2022-06-11,548381,XI,mass
C00000824,2020-11-20,1864048,V,mass_affluent
C00000825,2022-04-18,3394574,VII,affluent
C00000826,2025-06-01,984900,XII,mass
C00000827,2020-06-15,1054590,VIII,mass_affluent
C00000828,2019-07-08,928351,IV,mass
C00000829,2023-06-27,3868409,XVI,affluent
C00000830,2020-02-09,462281,IX,mass
C00000831,2021-06-26,1192181,VIII,mass_affluent
C00000832,2024-08-22,739445,XIV,mass_affluent
C00000833,2024-01-30,596919,II,mass
C00000834,2019-04-06,1448201,IX,mass_affluent
C00000835,2023-03-19,776222,V,mass_affluent
C00000836,2018-10-11,2056109,RM,mass_affluent
C00000837,2022-07-20,2063340,XVI,mass_affluent
C00000838,2018-08-12,2343536,VI,pyme
C00000839,2018-04-24,635803,III,mass
C00000840,2020-01-15,789031,RM,mass
C00000841,2021-07-29,1164774,III,mass
C00000842,2025-05-19,1812370,V,mass_affluent
C00000843,2020-02-10,350178,VIII,mass
C00000844,2023-01-31,300000,VI,mass
C00000845,2025-02-18,573509,IX,mass
C00000846,2018-08-15,2956899,XIV,affluent
C00000847,2024-02-15,374395,X,mass
C00000848,2021-08-20,1396971,IV,mass_affluent
C00000849,2019-11-17,380908,XIV,mass
C00000850,2018-11-01,2509601,VII,pyme
C00000851,2024-04-06,854384,XV,mass
C00000852,2019-11-27,1226048,VII,mass
C00000853,2020-05-07,2867870,VIII,affluent
C00000854,2019-02-27,2073785,RM,pyme
C00000855,2020-06-11,1133401,II,mass
C00000856,2023-07-17,963292,VII,mass
C00000857,2022-03-02,1521323,III,mass_affluent
C00000858,2019-01-28,2695780,RM,affluent
C00000859,2021-10-01,1225220,IV,mass
C00000860,2021-04-03,616964,XIV,mass
C00000861,2021-11-27,761351,X,mass_affluent
C00000862,2022-07-10,1404156,XI,mass_affluent
C00000863,2022-03-19,1341844,X,mass_affluent
C00000864,2022-06-09,2102744,IV,mass_affluent
C00000865,2023-10-16,838918,VI,mass
C00000866,2022-03-28,3598211,II,pyme
C00000867,2022-05-06,439594,III,affluent
C00000868,2018-12-02,1332890,VIII,mass_affluent
C00000869,2023-11-02,1168940,XI,mass
C00000870,2022-01-15,530276,XVI,mass
C00000871,2022-05-31,1360400,XV,mass_affluent
C00000872,2018-02-26,1009767,XIV,mass
C00000873,2023-08-16,1894336,RM,pyme
C00000874,2018-12-24,995609,XIV,mass
C00000875,2018-02-03,1197935,III,mass_affluent
C00000876,2021-05-22,2962627,XII,affluent
C00000877,2022-08-04,967754,XIV,mass
C00000878,2021-08-20,527074,XIV,mass
C00000879,2023-05-23,1092950,XVI,mass_affluent
C00000880,2024-07-23,1957121,VII,mass_affluent
C00000881,2019-04-22,603035,VI,mass
C00000882,2022-09-06,1563201,IV,mass_affluent
C00000883,2024-12-15,3668621,VI,pyme
C00000884,2019-08-12,823034,XII,mass
C00000885,2018-07-02,868204,III,mass
C00000886,2019-07-13,1187379,XII,mass
C00000887,2018-06-08,1375172,VIII,mass
C00000888,2023-06-18,834037,X,mass
C00000889,2018-03-26,693986,X,mass
C00000890,2018-05-25,1916650,II,mass_affluent
C00000891,2023-07-09,605793,V,mass
C00000892,2023-02-16,4075657,X,pyme
C00000893,2025-05-31,663197,IX,mass
C00000894,2019-03-07,694165,VII,mass
C00000895,2018-09-13,986970,III,mass_affluent
C00000896,2024-05-29,2150798,VIII,affluent
C00000897,2018-08-23,1095096,VIII,mass
C00000898,2021-04-15,885616,VIII,mass
C00000899,2025-05-13,786843,VI,mass
C00000900,2022-06-13,1312586,VI,mass
C00000901,2019-12-02,829582,IX,mass
C00000902,2024-07-21,795599,IX,mass
C00000903,2018-03-20,521802,III,mass
C00000904,2020-08-05,597722,X,mass
C00000905,2024-11-23,1377247,XI,pyme
C00000906,2021-11-01,1157173,XV,mass_affluent
C00000907,2025-03-15,683019,II,mass
C00000908,2019-08-13,728712,XII,mass
C00000909,2018-06-30,974870,IV,mass
C00000910,2021-02-07,793711,IV,mass
C00000911,2020-11-01,2394077,X,mass_affluent
C00000912,2023-05-18,3630296,II,affluent
C00000913,2024-12-25,1652169,X,pyme
C00000914,2020-11-05,3042592,IV,pyme
C00000915,2018-10-07,2681481,XIV,pyme
C00000916,2018-05-01,4175801,IV,pyme
C00000917,2020-11-06,1005314,V,mass
C00000918,2020-02-13,816938,XV,mass
C00000919,2021-04-19,1237146,XV,mass
C00000920,2022-04-15,1778652,XV,mass_affluent
C00000921,2024-05-04,950298,VIII,mass
C00000922,2018-02-18,4503140,XII,affluent
C00000923,2020-08-25,1928395,IV,mass_affluent
C00000924,2022-10-02,853987,II,mass
C00000925,2024-10-01,780518,XV,mass
C00000926,2024-07-10,300000,V,mass
C00000927,2022-06-27,338573,III,mass
C00000928,2020-03-24,2882599,VI,affluent
C00000929,2019-10-09,1222373,V,mass_affluent
C00000930,2022-11-15,1509411,XV,mass_affluent
C00000931,2019-01-07,1054265,II,mass
C00000932,2022-01-23,606849,XII,mass
C00000933,2021-09-20,405914,VII,mass
C00000934,2022-05-11,850429,XV,mass_affluent
C00000935,2022-10-09,1007911,XVI,mass_affluent
C00000936,2022-06-09,514961,II,mass
C00000937,2018-03-09,2551838,XII,pyme
C00000938,2021-11-06,1184750,III,mass
C00000939,2020-06-19,3614825,XII,affluent
C00000940,2022-12-27,972196,V,mass
C00000941,2021-12-12,854784,XI,mass
C00000942,2022-05-20,1761218,VII,affluent
C00000943,2018-11-19,1360165,V,mass
C00000944,2021-12-21,720510,III,mass
C00000945,2023-04-07,993985,XV,mass
C00000946,2019-08-28,300000,III,mass
C00000947,2023-03-20,1455486,IX,mass_affluent
C00000948,2024-10-24,2828119,XI,affluent
C00000949,2024-07-20,2732881,IV,affluent
C00000950,2019-08-13,449628,V,mass
C00000951,2020-12-30,849582,IX,mass
C00000952,2018-10-26,1104964,IV,mass
C00000953,2019-06-29,1324954,IX,mass
C00000954,2023-05-17,1212210,VI,mass
C00000955,2024-07-18,4017529,XIV,pyme
C00000956,2018-12-12,4708862,VII,affluent
C00000957,2022-08-18,2413003,III,mass_affluent
C00000958,2019-09-04,569079,XVI,mass
C00000959,2021-01-03,862906,XV,mass
C00000960,2024-07-06,480887,XI,mass
C00000961,2023-01-20,934659,XV,mass
C00000962,2021-05-12,738479,IX,mass
C00000963,2022-08-07,761352,XI,mass
C00000964,2022-12-18,731597,VII,mass
C00000965,2022-01-02,300000,III,pyme
C00000966,2020-11-28,322778,III,mass
C00000967,2021-03-20,3527010,V,pyme
C00000968,2022-11-04,631548,RM,mass
C00000969,2019-04-25,2011448,XVI,mass_affluent
C00000970,2024-04-14,759691,X,mass
C00000971,2023-04-18,403463,RM,mass
C00000972,2021-11-09,449856,V,mass
C00000973,2019-09-18,632091,RM,mass
C00000974,2022-08-06,1386792,II,pyme
C00000975,2021-02-15,777890,VI,mass
C00000976,2018-07-17,1626051,XIV,mass_affluent
C00000977,2021-05-21,885029,RM,mass
C00000978,2019-09-26,857047,VII,mass
C00000979,2023-07-04,1021007,III,mass
C00000980,2022-09-12,1050684,XIV,mass
C00000981,2019-12-11,1384537,XV,pyme
C00000982,2018-04-26,1135281,XV,affluent
C00000983,2021-05-09,1160741,VI,mass_affluent
C00000984,2021-12-20,820849,XIV,mass
C00000985,2022-09-13,668633,XI,mass
C00000986,2023-10-16,3259609,XI,pyme
C00000987,2019-06-20,466961,XV,mass
C00000988,2024-12-03,1195088,VIII,mass
C00000989,2020-06-08,996091,V,mass
C00000990,2023-01-22,1307388,IV,mass_affluent
C00000991,2018-01-06,1118201,XVI,mass_affluent
C00000992,2025-01-18,1424029,VI,mass_affluent
C00000993,2024-01-26,2073885,IX,mass_affluent
C00000994,2024-10-24,700213,IV,mass
C00000995,2022-06-22,1802134,VIII,pyme
C00000996,2021-02-25,798763,X,mass
C00000997,2024-07-25,872308,XVI,mass_affluent
C00000998,2023-05-11,1068898,XVI,mass
C00000999,2018-05-29,3245673,XVI,pyme
C00001000,2020-10-07,1026430,VI,mass
C00001001,2019-03-23,1146377,VII,mass
C00001002,2018-09-23,602336,V,mass
C00001003,2022-03-31,803871,VII,mass
C00001004,2019-11-08,776341,VI,mass
C00001005,2020-04-29,2292145,XII,mass_affluent
C00001006,2022-09-16,696401,XI,mass
C00001007,2018-07-24,351811,VII,pyme
C00001008,2021-02-24,684989,XV,mass
C00001009,2021-10-15,1943001,V,mass_affluent
C00001010,2022-01-15,933247,VI,mass
C00001011,2023-04-01,1453222,X,mass_affluent
C00001012,2020-10-16,1309937,V,mass_affluent
C00001013,2024-12-03,885243,IV,mass
C00001014,2020-06-22,3179422,XI,pyme
C00001015,2018-03-04,854259,VIII,mass
C00001016,2018-10-22,712767,III,mass
C00001017,2018-03-15,1484503,II,mass_affluent
C00001018,2019-11-06,2453140,XII,affluent
C00001019,2018-05-26,1058480,VIII,mass
C00001020,2021-06-29,767085,XI,mass
C00001021,2024-10-06,2065040,XV,affluent
C00001022,2019-02-11,2629710,IX,mass_affluent
C00001023,2023-06-25,1625921,X,pyme
C00001024,2022-10-26,576694,XV,mass
C00001025,2024-04-17,898236,XVI,mass_affluent
C00001026,2022-04-06,628219,XV,mass
C00001027,2021-03-23,3395472,XI,pyme
C00001028,2020-03-15,404736,II,mass
C00001029,2018-09-06,1580530,VIII,mass_affluent
C00001030,2023-05-21,654275,XII,mass
C00001031,2022-03-26,1094247,VII,mass_affluent
C00001032,2019-05-07,630538,VIII,mass_affluent
C00001033,2022-05-12,788930,VIII,mass
C00001034,2018-08-10,443599,IV,pyme
C00001035,2020-09-03,729840,X,mass
C00001036,2023-10-22,1670695,II,mass_affluent
C00001037,2023-01-26,300000,XII,mass
C00001038,2022-10-26,973467,IX,mass
C00001039,2024-01-06,305671,V,mass
C00001040,2018-12-15,1253980,RM,mass
C00001041,2019-09-06,751446,RM,mass
C00001042,2021-03-29,1068507,XI,mass_affluent
C00001043,2022-08-28,1602441,XIV,mass_affluent
C00001044,2019-06-05,1049439,VIII,mass_affluent
C00001045,2023-12-19,300000,XVI,mass
C00001046,2021-09-09,1084599,IV,mass
C00001047,2025-03-16,713172,XV,mass
C00001048,2019-02-13,1537853,VIII,mass_affluent
C00001049,2019-06-04,2834698,XIV,affluent
C00001050,2025-05-07,592377,X,mass
C00001051,2018-10-31,941509,XI,mass_affluent
C00001052,2021-04-15,982369,V,mass
C00001053,2022-11-19,928087,VII,mass
C00001054,2018-06-22,789167,XIV,mass
C00001055,2022-02-17,1055429,V,mass
C00001056,2024-02-19,1462799,XII,mass_affluent
C00001057,2023-04-09,3841187,XV,pyme
C00001058,2025-03-16,1168986,XV,mass
C00001059,2019-12-01,1070637,IX,mass
C00001060,2023-06-14,1705233,RM,mass_affluent
C00001061,2023-08-17,1288378,XVI,pyme
C00001062,2018-08-07,1721727,VIII,mass_affluent
C00001063,2019-10-03,681494,XII,mass
C00001064,2025-03-19,1860082,XIV,mass_affluent
C00001065,2022-08-23,1203824,V,mass
C00001066,2021-05-12,2391809,XII,pyme
C00001067,2025-05-25,520069,III,mass
C00001068,2024-04-15,1850695,RM,mass_affluent
C00001069,2025-05-28,797917,IX,mass
C00001070,2020-11-11,1184088,RM,mass
C00001071,2019-01-15,3054120,III,affluent
C00001072,2018-09-13,1464852,XV,mass_affluent
C00001073,2021-11-22,823973,II,mass
C00001074,2020-07-10,2869644,II,pyme
C00001075,2021-10-31,1018341,V,affluent
C00001076,2025-06-13,597097,XII,mass
C00001077,2020-01-10,1076755,RM,mass
C00001078,2018-04-27,636983,XV,mass
C00001079,2019-02-18,1485450,V,mass_affluent
C00001080,2022-04-18,742715,VI,mass
C00001081,2021-10-09,628289,IV,mass
C00001082,2023-10-02,2306708,XI,pyme
C00001083,2024-08-30,1273947,RM,pyme
C00001084,2019-10-09,1519054,IX,affluent
C00001085,2025-06-28,2747269,V,pyme
C00001086,2021-02-13,2305880,VI,mass_affluent
C00001087,2018-07-06,1873571,VIII,mass_affluent
C00001088,2024-05-30,1884015,VII,mass_affluent
C00001089,2023-06-26,1063585,XII,mass
C00001090,2020-06-13,851386,VIII,mass
C00001091,2022-03-30,805909,VIII,mass
C00001092,2021-11-11,1070385,VII,mass_affluent
C00001093,2021-08-05,997046,II,mass
C00001094,2024-08-14,869273,XV,mass
C00001095,2021-08-02,1155894,XI,mass_affluent
C00001096,2022-02-03,721265,X,mass
C00001097,2021-02-09,518371,X,mass
C00001098,2021-12-03,3525256,IX,affluent
C00001099,2020-05-05,4544806,XIV,affluent
C00001100,2020-10-12,517603,XII,mass
C00001101,2019-04-12,1061256,XII,mass
C00001102,2023-04-16,1102281,VI,mass
C00001103,2023-01-11,918534,II,mass_affluent
C00001104,2025-04-03,932536,III,affluent
C00001105,2021-07-29,815726,X,mass
C00001106,2020-04-11,1413140,IX,mass_affluent
C00001107,2022-09-12,744942,XI,mass
C00001108,2020-09-27,1081664,RM,mass
C00001109,2019-12-24,2077622,III,pyme
C00001110,2019-11-02,1404831,II,mass
C00001111,2019-03-22,416050,RM,mass
C00001112,2020-05-03,583157,IV,mass
C00001113,2024-02-11,1063723,XI,mass_affluent
C00001114,2019-01-05,2275234,VI,pyme
C00001115,2025-01-05,4204473,II,pyme
C00001116,2019-10-22,520791,X,mass
C00001117,2021-04-13,574120,XV,mass
C00001118,2025-04-18,1182648,X,mass_affluent
C00001119,2018-01-29,777554,II,mass
C00001120,2024-11-30,3161599,XII,affluent
C00001121,2024-11-28,1304894,XI,mass_affluent
C00001122,2023-08-07,477786,XII,mass
C00001123,2021-09-11,2902736,IX,affluent
C00001124,2021-07-12,1158385,VI,mass
C00001125,2022-12-05,1028863,XIV,mass
C00001126,2024-12-02,1271543,VI,mass_affluent
C00001127,2018-06-08,817863,XII,mass
C00001128,2020-11-21,1749651,XI,mass_affluent
C00001129,2019-08-01,1942488,XI,mass_affluent
C00001130,2019-10-17,4341444,II,pyme
C00001131,2021-06-02,2822321,VI,pyme
C00001132,2024-04-11,506859,XI,mass
C00001133,2021-10-04,417371,IV,mass
C00001134,2018-05-01,1801431,IV,mass_affluent
C00001135,2020-04-30,763042,VI,pyme
