id_cliente,id_cuenta,limite,apr
C00000741,T00000741,2421535,0.2793
C00000742,T00000742,2160365,0.2994
C00000743,T00000743,5000000,0.2308
C00000744,T00000744,1632102,0.2742
C00000745,T00000745,2335546,0.2353
C00000746,T00000746,2907678,0.2932
C00000747,T00000747,1754759,0.3043
C00000748,T00000748,1863920,0.2582
C00000749,T00000749,2752019,0.3202
C00000750,T00000750,5000000,0.2718
C00000751,T00000751,2159318,0.296
C00000752,T00000752,1839062,0.2864
C00000753,T00000753,1842184,0.2861
C00000754,T00000754,1394421,0.3439
C00000755,T00000755,3433828,0.3197
C00000756,T00000756,1241307,0.3317
C00000757,T00000757,3254364,0.2778
C00000758,T00000758,5000000,0.325
C00000759,T00000759,1365493,0.3401
C00000760,T00000760,1936382,0.3028
C00000761,T00000761,2952191,0.2873
C00000762,T00000762,3667582,0.3492
C00000763,T00000763,2338836,0.3124
C00000764,T00000764,2236678,0.3106
C00000765,T00000765,4548644,0.3043
C00000766,T00000766,1667851,0.2815
C00000767,T00000767,3115960,0.2907
C00000768,T00000768,1815246,0.2426
C00000769,T00000769,1525174,0.2599
C00000770,T00000770,3099056,0.2572
C00000771,T00000771,1894725,0.3264
C00000772,T00000772,3100527,0.2785
C00000773,T00000773,3656009,0.2958
C00000774,T00000774,3600089,0.2312
C00000775,T00000775,1998608,0.3486
C00000776,T00000776,5000000,0.2247
C00000777,T00000777,3438026,0.2649
C00000778,T00000778,1391152,0.2364
C00000779,T00000779,3311410,0.2738
C00000780,T00000780,5000000,0.2106
C00000781,T00000781,1954441,0.2446
C00000782,T00000782,1855055,0.324
C00000783,T00000783,1678424,0.3046
C00000784,T00000784,5000000,0.2821
C00000785,T00000785,5000000,0.2714
C00000786,T00000786,1669297,0.2924
C00000787,T00000787,5000000,0.2553
C00000788,T00000788,2366104,0.3052
C00000789,T00000789,5000000,0.2683
C00000790,T00000790,2188366,0.2253
C00000791,T00000791,2798032,0.3397
C00000792,T00000792,4039556,0.2438
C00000793,T00000793,2186556,0.2492
C00000794,T00000794,2202946,0.2618
C00000795,T00000795,3225349,0.3281
C00000796,T00000796,1573657,0.2368
C00000797,T00000797,1459436,0.3371
C00000798,T00000798,2563202,0.3068
C00000799,T00000799,3270729,0.3297
C00000800,T00000800,2115049,0.283
C00000801,T00000801,5000000,0.3107
C00000802,T00000802,1869694,0.3331
C00000803,T00000803,4190793,0.258
C00000804,T00000804,2073282,0.2635
C00000805,T00000805,1436842,0.2529
C00000806,T00000806,2900899,0.2972
C00000807,T00000807,2733951,0.2744
C00000808,T00000808,1702888,0.3009
C00000809,T00000809,2315807,0.2459
C00000810,T00000810,3910436,0.3327
C00000811,T00000811,886268,0.2651
C00000812,T00000812,979429,0.2978
C00000813,T00000813,750533,0.2624
C00000814,T00000814,3220448,0.2879
C00000815,T00000815,1473496,0.264
C00000816,T00000816,5000000,0.214
C00000817,T00000817,4995774,0.2064
C00000818,T00000818,963153,0.3201
C00000819,T00000819,3204841,0.2451
C00000820,T00000820,3090256,0.2847
C00000821,T00000821,2022618,0.264
C00000822,T00000822,2836006,0.2244
C00000823,T00000823,1239550,0.3014
C00000824,T00000824,4085889,0.3018
C00000825,T00000825,5000000,0.2137
C00000826,T00000826,2070640,0.234
C00000827,T00000827,2675651,0.2305
C00000828,T00000828,2070214,0.3278
C00000829,T00000829,5000000,0.2111
C00000830,T00000830,1541363,0.2783
C00000831,T00000831,2140620,0.2228
C00000832,T00000832,1619840,0.3177
C00000833,T00000833,1588833,0.2531
C00000834,T00000834,2993758,0.232
C00000835,T00000835,2236339,0.3006
C00000836,T00000836,3352380,0.2722
C00000837,T00000837,4340546,0.3241
C00000838,T00000838,5000000,0.2664
C00000839,T00000839,1776087,0.2654
C00000840,T00000840,1533162,0.2506
C00000841,T00000841,2342912,0.3089
C00000842,T00000842,5000000,0.2281
C00000843,T00000843,1082178,0.3032
C00000844,T00000844,929715,0.3282
C00000845,T00000845,1828255,0.3037
C00000846,T00000846,4941129,0.2513
C00000847,T00000847,922851,0.3388
C00000848,T00000848,4316331,0.2639
C00000849,T00000849,812453,0.2485
C00000850,T00000850,5000000,0.2758
C00000851,T00000851,2776928,0.3348
C00000852,T00000852,2872512,0.2823
C00000853,T00000853,5000000,0.2652
C00000854,T00000854,5000000,0.2392
C00000855,T00000855,2410555,0.2433
C00000856,T00000856,2472290,0.2893
C00000857,T00000857,4874669,0.306
C00000858,T00000858,5000000,0.2099
C00000859,T00000859,2279343,0.2879
C00000860,T00000860,1668820,0.2904
C00000861,T00000861,2282803,0.2721
C00000862,T00000862,3943727,0.2616
C00000863,T00000863,4216158,0.2782
C00000864,T00000864,5000000,0.2693
C00000865,T00000865,2329755,0.2372
C00000866,T00000866,5000000,0.2942
C00000867,T00000867,1010821,0.2875
C00000868,T00000868,3461338,0.2632
C00000869,T00000869,3039649,0.2526
C00000870,T00000870,1339832,0.3006
C00000871,T00000871,2651900,0.2303
C00000872,T00000872,2552776,0.286
C00000873,T00000873,4608387,0.2745
C00000874,T00000874,1970831,0.2566
C00000875,T00000875,1845304,0.2548
C00000876,T00000876,5000000,0.2751
C00000877,T00000877,1883175,0.2618
C00000878,T00000878,1288846,0.2775
C00000879,T00000879,2796591,0.2315
C00000880,T00000880,3592431,0.2305
C00000881,T00000881,1455116,0.2475
C00000882,T00000882,2723714,0.3067
C00000883,T00000883,5000000,0.3188
C00000884,T00000884,1739297,0.3408
C00000885,T00000885,2738490,0.2413
C00000886,T00000886,2013007,0.2776
C00000887,T00000887,4171769,0.2619
C00000888,T00000888,1517182,0.2388
C00000889,T00000889,2294716,0.28
C00000890,T00000890,4646662,0.2787
C00000891,T00000891,1625352,0.3014
C00000892,T00000892,5000000,0.3073
C00000893,T00000893,1462647,0.3467
C00000894,T00000894,2220981,0.3115
C00000895,T00000895,3334447,0.2622
C00000896,T00000896,5000000,0.2301
C00000897,T00000897,3261351,0.2949
C00000898,T00000898,2368030,0.2764
C00000899,T00000899,2328106,0.2397
C00000900,T00000900,2205949,0.3039
C00000901,T00000901,2592199,0.2874
C00000902,T00000902,2699993,0.2906
C00000903,T00000903,1133427,0.2537
C00000904,T00000904,1624047,0.3082
C00000905,T00000905,2975930,0.3249
C00000906,T00000906,3123182,0.2854
C00000907,T00000907,1743856,0.2319
C00000908,T00000908,1506875,0.2796
C00000909,T00000909,2737091,0.2422
C00000910,T00000910,1548882,0.3225
C00000911,T00000911,5000000,0.2238
C00000912,T00000912,5000000,0.2561
C00000913,T00000913,3443930,0.2813
C00000914,T00000914,5000000,0.2993
C00000915,T00000915,5000000,0.242
C00000916,T00000916,5000000,0.3397
C00000917,T00000917,3198294,0.265
C00000918,T00000918,2155323,0.2351
C00000919,T00000919,2716474,0.2661
C00000920,T00000920,5000000,0.2918
C00000921,T00000921,2956796,0.2926
C00000922,T00000922,5000000,0.2546
C00000923,T00000923,3105966,0.2469
C00000924,T00000924,2269123,0.3151
C00000925,T00000925,2147813,0.3167
C00000926,T00000926,1032770,0.2767
C00000927,T00000927,918752,0.3152
C00000928,T00000928,5000000,0.2838
C00000929,T00000929,2032588,0.2555
C00000930,T00000930,3211978,0.3156
C00000931,T00000931,3124250,0.2804
C00000932,T00000932,1476121,0.3012
C00000933,T00000933,1279371,0.2415
C00000934,T00000934,1394419,0.2842
C00000935,T00000935,2019772,0.2274
C00000936,T00000936,1552336,0.3418
C00000937,T00000937,5000000,0.2593
C00000938,T00000938,2475122,0.2972
C00000939,T00000939,5000000,0.211
C00000940,T00000940,3144667,0.2955
C00000941,T00000941,1317625,0.2905
C00000942,T00000942,5000000,0.2405
C00000943,T00000943,4125787,0.2365
C00000944,T00000944,1740716,0.2357
C00000945,T00000945,2703165,0.3314
C00000946,T00000946,1045974,0.3423
C00000947,T00000947,4023713,0.2587
C00000948,T00000948,5000000,0.2906
C00000949,T00000949,5000000,0.2933
C00000950,T00000950,1303583,0.2613
C00000951,T00000951,2423378,0.2632
C00000952,T00000952,3862119,0.2495
C00000953,T00000953,3906366,0.2733
C00000954,T00000954,3638020,0.265
C00000955,T00000955,5000000,0.2591
C00000956,T00000956,5000000,0.2496
C00000957,T00000957,5000000,0.2284
C00000958,T00000958,934019,0.2354
C00000959,T00000959,1583583,0.3297
C00000960,T00000960,1431822,0.2466
C00000961,T00000961,1508222,0.2494
C00000962,T00000962,1659599,0.236
C00000963,T00000963,2653096,0.3144
C00000964,T00000964,2535294,0.2913
C00000965,T00000965,925543,0.3364
C00000966,T00000966,977278,0.3449
C00000967,T00000967,5000000,0.252
C00000968,T00000968,1968678,0.2711
C00000969,T00000969,3484411,0.2748
C00000970,T00000970,1223875,0.2302
C00000971,T00000971,1186476,0.3359
C00000972,T00000972,1460439,0.2363
C00000973,T00000973,1702206,0.3034
C00000974,T00000974,3630658,0.2475
C00000975,T00000975,2296383,0.251
C00000976,T00000976,4704147,0.3089
C00000977,T00000977,2065676,0.3075
C00000978,T00000978,2155400,0.3357
C00000979,T00000979,3476320,0.2433
C00000980,T00000980,2551868,0.2755
C00000981,T00000981,2121522,0.31
C00000982,T00000982,2263086,0.2851
C00000983,T00000983,2530239,0.2695
C00000984,T00000984,1896418,0.3258
C00000985,T00000985,1025080,0.3247
C00000986,T00000986,5000000,0.3242
C00000987,T00000987,980723,0.3347
C00000988,T00000988,1834365,0.2521
C00000989,T00000989,2547213,0.2644
C00000990,T00000990,2518300,0.2474
C00000991,T00000991,3138645,0.2753
C00000992,T00000992,4081020,0.2563
C00000993,T00000993,4897336,0.3116
C00000994,T00000994,1982716,0.2568
C00000995,T00000995,4334275,0.3385
C00000996,T00000996,2086413,0.3096
C00000997,T00000997,1434694,0.2919
C00000998,T00000998,2703040,0.2344
C00000999,T00000999,5000000,0.2821
C00001000,T00001000,2181066,0.3158
C00001001,T00001001,2501478,0.2335
C00001002,T00001002,1095584,0.2323
C00001003,T00001003,2804721,0.2353
C00001004,T00001004,2260747,0.2875
C00001005,T00001005,3761605,0.2193
C00001006,T00001006,2041751,0.2354
C00001007,T00001007,1105805,0.2698
C00001008,T00001008,1748266,0.2879
C00001009,T00001009,5000000,0.2349
C00001010,T00001010,2710059,0.2683
C00001011,T00001011,4790150,0.296
C00001012,T00001012,4102850,0.2517
C00001013,T00001013,2086344,0.3154
C00001014,T00001014,5000000,0.2938
C00001015,T00001015,1903781,0.3494
C00001016,T00001016,1641121,0.2923
C00001017,T00001017,4025981,0.3117
C00001018,T00001018,5000000,0.2215
C00001019,T00001019,1830630,0.3207
C00001020,T00001020,1873077,0.3119
C00001021,T00001021,4359570,0.2991
C00001022,T00001022,5000000,0.2542
C00001023,T00001023,3853064,0.2517
C00001024,T00001024,1321932,0.3176
C00001025,T00001025,1608447,0.228
C00001026,T00001026,1054533,0.2344
C00001027,T00001027,5000000,0.2375
C00001028,T00001028,708295,0.3451
C00001029,T00001029,2489146,0.2442
C00001030,T00001030,1077416,0.3146
C00001031,T00001031,3749607,0.3223
C00001032,T00001032,1149511,0.2871
C00001033,T00001033,2361282,0.2974
C00001034,T00001034,707832,0.2223
C00001035,T00001035,2437769,0.3085
C00001036,T00001036,4661881,0.2525
C00001037,T00001037,593337,0.2547
C00001038,T00001038,2565022,0.3483
C00001039,T00001039,993288,0.3463
C00001040,T00001040,4007749,0.3368
C00001041,T00001041,1523960,0.3206
C00001042,T00001042,1967212,0.2456
C00001043,T00001043,4453174,0.2759
C00001044,T00001044,3108464,0.2704
C00001045,T00001045,880972,0.3163
C00001046,T00001046,2759964,0.3303
C00001047,T00001047,2324136,0.2924
C00001048,T00001048,4488814,0.234
C00001049,T00001049,5000000,0.2755
C00001050,T00001050,937916,0.268
C00001051,T00001051,1792730,0.2751
C00001052,T00001052,1589770,0.3353
C00001053,T00001053,1617420,0.2548
C00001054,T00001054,2421535,0.2393
C00001055,T00001055,3017081,0.2928
C00001056,T00001056,3632943,0.3214
C00001057,T00001057,5000000,0.2254
C00001058,T00001058,3248908,0.2975
C00001059,T00001059,1965879,0.3205
C00001060,T00001060,4806115,0.3267
C00001061,T00001061,3297357,0.2353
C00001062,T00001062,4904858,0.2391
C00001063,T00001063,1421898,0.2321
C00001064,T00001064,4970611,0.3196
C00001065,T00001065,3903936,0.3319
C00001066,T00001066,5000000,0.3091
C00001067,T00001067,1045153,0.2465
C00001068,T00001068,3704453,0.2523
C00001069,T00001069,2640065,0.2542
C00001070,T00001070,4081087,0.2787
C00001071,T00001071,5000000,0.2619
C00001072,T00001072,2559405,0.2552
C00001073,T00001073,2787763,0.2436
C00001074,T00001074,5000000,0.275
C00001075,T00001075,2564279,0.2932
C00001076,T00001076,1055642,0.3052
C00001077,T00001077,2546497,0.2741
C00001078,T00001078,1142481,0.3205
C00001079,T00001079,4387149,0.2961
C00001080,T00001080,1904104,0.2926
C00001081,T00001081,1197746,0.2459
C00001082,T00001082,4383244,0.2781
C00001083,T00001083,2838104,0.3045
C00001084,T00001084,4301117,0.2629
C00001085,T00001085,4733891,0.2572
C00001086,T00001086,5000000,0.2594
C00001087,T00001087,4586972,0.3101
C00001088,T00001088,3591405,0.3167
C00001089,T00001089,2120264,0.2916
C00001090,T00001090,1940573,0.2403
C00001091,T00001091,2805725,0.2776
C00001092,T00001092,2804943,0.2819
C00001093,T00001093,2595478,0.2304
C00001094,T00001094,1400418,0.2764
C00001095,T00001095,2353839,0.2828
C00001096,T00001096,1121523,0.2759
C00001097,T00001097,1629743,0.2344
C00001098,T00001098,5000000,0.2193
C00001099,T00001099,5000000,0.2455
C00001100,T00001100,1603131,0.2431
C00001101,T00001101,2934964,0.2934
C00001102,T00001102,3542506,0.2633
C00001103,T00001103,2166318,0.247
C00001104,T00001104,2799759,0.2515
C00001105,T00001105,1361531,0.2417
C00001106,T00001106,3661898,0.3269
C00001107,T00001107,1814625,0.3379
C00001108,T00001108,2678972,0.3249
C00001109,T00001109,4586649,0.2484
C00001110,T00001110,2223528,0.3445
C00001111,T00001111,982333,0.3343
C00001112,T00001112,2017898,0.338
C00001113,T00001113,3123661,0.2812
C00001114,T00001114,5000000,0.2602
C00001115,T00001115,5000000,0.2223
C00001116,T00001116,1023457,0.2938
C00001117,T00001117,1219003,0.2476
C00001118,T00001118,2581594,0.2423
C00001119,T00001119,2120539,0.2419
C00001120,T00001120,5000000,0.2972
C00001121,T00001121,2520190,0.3217
C00001122,T00001122,849352,0.2534
C00001123,T00001123,5000000,0.2879
C00001124,T00001124,2501592,0.2527
C00001125,T00001125,2462958,0.3456
C00001126,T00001126,4323707,0.2367
C00001127,T00001127,2499630,0.295
C00001128,T00001128,3038987,0.2163
C00001129,T00001129,5000000,0.2553
C00001130,T00001130,5000000,0.2612
C00001131,T00001131,5000000,0.3241
C00001132,T00001132,1613667,0.3363
C00001133,T00001133,902978,0.2873
C00001134,T00001134,5000000,0.2752
C00001135,T00001135,2642264,0.2442
C00001136,T00001136,2244031,0.231
C00001137,T00001137,1513103,0.2569
C00001138,T00001138,863072,0.3021
C00001139,T00001139,2312095,0.2923
C00001140,T00001140,1784219,0.2255
C00001141,T00001141,2906005,0.2395
C00001142,T00001142,2909898,0.2858
C00001143,T00001143,1821304,0.2147
C00001144,T00001144,5000000,0.2723
C00001145,T00001145,1700296,0.342
C00001146,T00001146,2202298,0.2593
C00001147,T00001147,5000000,0.2703
C00001148,T00001148,5000000,0.2117
C00001149,T00001149,2558182,0.2394
C00001150,T00001150,5000000,0.2418
C00001151,T00001151,499870,0.3126
C00001152,T00001152,5000000,0.2841
C00001153,T00001153,1482182,0.244
C00001154,T00001154,2069818,0.3431
C00001155,T00001155,1061630,0.2446
C00001156,T00001156,1967134,0.2393
C00001157,T00001157,860774,0.2819
C00001158,T00001158,1093953,0.3349
C00001159,T00001159,3211466,0.232
C00001160,T00001160,2335661,0.2943
C00001161,T00001161,2573014,0.2855
C00001162,T00001162,3630055,0.2474
C00001163,T00001163,5000000,0.2349
C00001164,T00001164,2059955,0.2529
C00001165,T00001165,1670520,0.2948
C00001166,T00001166,4849540,0.2436
C00001167,T00001167,5000000,0.2498
C00001168,T00001168,765774,0.2321
C00001169,T00001169,5000000,0.221
C00001170,T00001170,1404963,0.3279
C00001171,T00001171,1528601,0.3294
C00001172,T00001172,5000000,0.2851
C00001173,T00001173,3203819,0.3185
C00001174,T00001174,5000000,0.3155
C00001175,T00001175,3307183,0.3146
C00001176,T00001176,4886240,0.3268
C00001177,T00001177,1967181,0.3469
C00001178,T00001178,1450709,0.2546
C00001179,T00001179,1780546,0.2312
C00001180,T00001180,3937504,0.2361
C00001181,T00001181,5000000,0.2276
C00001182,T00001182,1900091,0.3407
C00001183,T00001183,2078392,0.2656
C00001184,T00001184,2083489,0.3443
C00001185,T00001185,1780127,0.3396
C00001186,T00001186,5000000,0.2793
C00001187,T00001187,1532577,0.2914
C00001188,T00001188,2758946,0.3196
C00001189,T00001189,3077509,0.3323
C00001190,T00001190,5000000,0.2155
C00001191,T00001191,2209943,0.2655
C00001192,T00001192,1344071,0.3398
C00001193,T00001193,3135039,0.208
C00001194,T00001194,5000000,0.3344
C00001195,T00001195,5000000,0.2036
C00001196,T00001196,1559714,0.243
C00001197,T00001197,1810885,0.3392
C00001198,T00001198,4300696,0.2624
C00001199,T00001199,1713204,0.2491
C00001200,T00001200,2823511,0.2806
C00001201,T00001201,4351399,0.2816
C00001202,T00001202,2608979,0.2221
C00001203,T00001203,5000000,0.2792
C00001204,T00001204,4654547,0.3268
C00001205,T00001205,1179099,0.2767
C00001206,T00001206,2192634,0.2401
C00001207,T00001207,3223883,0.3209
C00001208,T00001208,2797384,0.2859
C00001209,T00001209,2544599,0.2689
C00001210,T00001210,1822841,0.3249
C00001211,T00001211,2049676,0.2798
C00001212,T00001212,3946454,0.2814
C00001213,T00001213,3969934,0.2413
C00001214,T00001214,2734805,0.3145
C00001215,T00001215,2271772,0.2405
C00001216,T00001216,1756315,0.244
C00001217,T00001217,1752647,0.237
C00001218,T00001218,3267617,0.2219
C00001219,T00001219,5000000,0.2314
C00001220,T00001220,1114468,0.2965
C00001221,T00001221,2813503,0.2454
C00001222,T00001222,1957356,0.3004
C00001223,T00001223,5000000,0.2741
C00001224,T00001224,4290850,0.2387
C00001225,T00001225,2833439,0.3342
C00001226,T00001226,4890821,0.2217
C00001227,T00001227,1340340,0.3433
C00001228,T00001228,1837655,0.3092
C00001229,T00001229,1538509,0.2721
C00001230,T00001230,1598087,0.2551
C00001231,T00001231,1797740,0.2492
C00001232,T00001232,5000000,0.2479
C00001233,T00001233,1058352,0.233
C00001234,T00001234,3076647,0.3144
C00001235,T00001235,2153985,0.3096
C00001236,T00001236,2150597,0.293
C00001237,T00001237,1036953,0.2526
C00001238,T00001238,993587,0.3292
C00001239,T00001239,1334126,0.2421
C00001240,T00001240,1499522,0.2983
C00001241,T00001241,5000000,0.2929
C00001242,T00001242,3672347,0.2321
C00001243,T00001243,3681049,0.2905
C00001244,T00001244,3151376,0.3384
C00001245,T00001245,1152724,0.3267
C00001246,T00001246,2940686,0.2336
C00001247,T00001247,2543956,0.2439
C00001248,T00001248,928510,0.2491
C00001249,T00001249,2030329,0.2802
C00001250,T00001250,972756,0.247
C00001251,T00001251,1922496,0.3408
C00001252,T00001252,1247089,0.3095
C00001253,T00001253,1927666,0.2661
C00001254,T00001254,3752937,0.2217
C00001255,T00001255,489163,0.2434
C00001256,T00001256,5000000,0.2913
C00001257,T00001257,2838124,0.23
C00001258,T00001258,5000000,0.2317
C00001259,T00001259,2184909,0.2925
C00001260,T00001260,5000000,0.3104
C00001261,T00001261,1547457,0.3014
C00001262,T00001262,3496569,0.2622
C00001263,T00001263,2763414,0.3454
C00001264,T00001264,4109637,0.279
C00001265,T00001265,2629354,0.2598
C00001266,T00001266,5000000,0.2653
C00001267,T00001267,2994120,0.2349
C00001268,T00001268,4238543,0.2708
C00001269,T00001269,1829501,0.2656
C00001270,T00001270,1432501,0.3023
C00001271,T00001271,5000000,0.2335
C00001272,T00001272,2775587,0.2986
C00001273,T00001273,1713937,0.345
C00001274,T00001274,2713275,0.3004
C00001275,T00001275,3528074,0.3241
C00001276,T00001276,1990294,0.2664
C00001277,T00001277,830742,0.3104
C00001278,T00001278,1382254,0.2832
C00001279,T00001279,5000000,0.2527
C00001280,T00001280,3147812,0.2986
C00001281,T00001281,1556779,0.2673
C00001282,T00001282,1341905,0.3225
C00001283,T00001283,1120322,0.253
C00001284,T00001284,1887628,0.2974
C00001285,T00001285,4211666,0.2544
C00001286,T00001286,3965387,0.2219
C00001287,T00001287,1970806,0.3458
C00001288,T00001288,2356329,0.343
C00001289,T00001289,931594,0.2543
C00001290,T00001290,3217115,0.3176
C00001291,T00001291,2375853,0.2766
